# x,y,psi,v_target -- oracle path + speed profile exported by tuner.tools.export_speed_profile from a cone_recorder map.
# source_map=/home/Formula-Student-Driverless-Simulator/ros2/src/fsae_planning/tracks/acceleration_20260916/cone_map.json
x,y,psi,v_target
54.7648,0.0000,0.00000,13.3213
54.8298,0.0000,0.00000,13.2969
54.8949,0.0000,0.00000,13.2724
54.9600,0.0000,0.00000,13.2478
55.0250,0.0000,0.00000,13.2233
55.0901,0.0000,0.00000,13.1986
55.1552,0.0000,0.00000,13.1740
55.2202,0.0000,0.00000,13.1492
55.2853,0.0000,0.00000,13.1245
55.3504,0.0000,0.00000,13.0997
55.4154,0.0000,0.00000,13.0748
55.4805,0.0000,0.00000,13.0499
55.5455,0.0000,0.00000,13.0250
55.6106,0.0000,0.00000,12.9999
55.6757,0.0000,0.00000,12.9749
55.7407,0.0000,0.00000,12.9498
55.8058,0.0000,0.00000,12.9247
55.8709,0.0000,0.00000,12.8995
55.9359,0.0000,0.00000,12.8742
56.0010,0.0000,0.00000,12.8489
56.0661,0.0000,0.00000,12.8236
56.1311,0.0000,0.00000,12.7982
56.1962,0.0000,0.00000,12.7727
56.2613,0.0000,0.00000,12.7472
56.3263,0.0000,0.00000,12.7217
56.3914,0.0000,0.00000,12.6961
56.4565,0.0000,0.00000,12.6704
56.5215,0.0000,0.00000,12.6447
56.5866,0.0000,0.00000,12.6190
56.6517,0.0000,0.00000,12.5932
56.7167,0.0000,0.00000,12.5673
56.7818,0.0000,0.00000,12.5414
56.8468,0.0000,0.00000,12.5154
56.9119,0.0000,0.00000,12.4894
56.9770,0.0000,0.00000,12.4633
57.0420,0.0000,0.00000,12.4372
57.1071,0.0000,0.00000,12.4110
57.1722,0.0000,0.00000,12.3848
57.2372,0.0000,0.00000,12.3585
57.3023,0.0000,0.00000,12.3321
57.3674,0.0000,0.00000,12.3057
57.4324,0.0000,0.00000,12.2792
57.4975,0.0000,0.00000,12.2527
57.5626,0.0000,0.00000,12.2261
57.6276,0.0000,0.00000,12.1995
57.6927,0.0000,0.00000,12.1728
57.7578,0.0000,0.00000,12.1461
57.8228,0.0000,0.00000,12.1192
57.8879,0.0000,0.00000,12.0924
57.9530,0.0000,0.00000,12.0654
58.0180,0.0000,0.00000,12.0384
58.0831,0.0000,0.00000,12.0114
58.1481,0.0000,0.00000,11.9843
58.2132,0.0000,0.00000,11.9571
58.2783,0.0000,0.00000,11.9298
58.3433,0.0000,0.00000,11.9025
58.4084,0.0000,0.00000,11.8752
58.4735,0.0000,0.00000,11.8478
58.5385,0.0000,0.00000,11.8203
58.6036,0.0000,0.00000,11.7927
58.6687,0.0000,0.00000,11.7651
58.7337,0.0000,0.00000,11.7374
58.7988,0.0000,0.00000,11.7096
58.8639,0.0000,0.00000,11.6818
58.9289,0.0000,0.00000,11.6539
58.9940,0.0000,0.00000,11.6260
59.0591,0.0000,0.00000,11.5980
59.1241,0.0000,0.00000,11.5699
59.1892,0.0000,0.00000,11.5417
59.2543,0.0000,0.00000,11.5135
59.3193,0.0000,0.00000,11.4852
59.3844,0.0000,0.00000,11.4569
59.4494,0.0000,0.00000,11.4284
59.5145,0.0000,0.00000,11.3999
59.5796,0.0000,0.00000,11.3714
59.6446,0.0000,0.00000,11.3427
59.7097,0.0000,0.00000,11.3140
59.7748,0.0000,0.00000,11.2852
59.8398,0.0000,0.00000,11.2563
59.9049,0.0000,0.00000,11.2274
59.9700,0.0000,0.00000,11.1984
60.0350,0.0000,0.00000,11.1693
60.1001,0.0000,0.00000,11.1401
60.1652,0.0000,0.00000,11.1109
60.2302,0.0000,0.00000,11.0816
60.2953,0.0000,0.00000,11.0522
60.3604,0.0000,0.00000,11.0227
60.4254,0.0000,0.00000,10.9931
60.4905,0.0000,0.00000,10.9635
60.5556,0.0000,0.00000,10.9338
60.6206,0.0000,0.00000,10.9040
60.6857,0.0000,0.00000,10.8741
60.7508,0.0000,0.00000,10.8441
60.8158,0.0000,0.00000,10.8141
60.8809,0.0000,0.00000,10.7840
60.9459,0.0000,0.00000,10.7538
61.0110,0.0000,0.00000,10.7235
61.0761,0.0000,0.00000,10.6931
61.1411,0.0000,0.00000,10.6626
61.2062,0.0000,0.00000,10.6321
61.2713,0.0000,0.00000,10.6014
61.3363,0.0000,0.00000,10.5707
61.4014,0.0000,0.00000,10.5399
61.4665,0.0000,0.00000,10.5089
61.5315,0.0000,0.00000,10.4779
61.5966,0.0000,0.00000,10.4468
61.6617,0.0000,0.00000,10.4157
61.7267,0.0000,0.00000,10.3844
61.7918,0.0000,0.00000,10.3530
61.8569,0.0000,0.00000,10.3215
61.9219,0.0000,0.00000,10.2899
61.9870,0.0000,0.00000,10.2583
62.0521,0.0000,0.00000,10.2265
62.1171,0.0000,0.00000,10.1947
62.1822,0.0000,0.00000,10.1627
62.2472,0.0000,0.00000,10.1306
62.3123,0.0000,0.00000,10.0985
62.3774,0.0000,0.00000,10.0662
62.4424,0.0000,0.00000,10.0338
62.5075,0.0000,0.00000,10.0013
62.5726,0.0000,0.00000,9.9688
62.6376,0.0000,0.00000,9.9361
62.7027,0.0000,0.00000,9.9033
62.7678,0.0000,0.00000,9.8704
62.8328,0.0000,0.00000,9.8373
62.8979,0.0000,0.00000,9.8042
62.9630,0.0000,0.00000,9.7710
63.0280,0.0000,0.00000,9.7376
63.0931,0.0000,0.00000,9.7041
63.1582,0.0000,0.00000,9.6706
63.2232,0.0000,0.00000,9.6369
63.2883,0.0000,0.00000,9.6030
63.3534,0.0000,0.00000,9.5691
63.4184,0.0000,0.00000,9.5350
63.4835,0.0000,0.00000,9.5009
63.5485,0.0000,0.00000,9.4666
63.6136,0.0000,0.00000,9.4321
63.6787,0.0000,0.00000,9.3976
63.7437,0.0000,0.00000,9.3629
63.8088,0.0000,0.00000,9.3281
63.8739,0.0000,0.00000,9.2931
63.9389,0.0000,0.00000,9.2580
64.0040,0.0000,0.00000,9.2228
64.0691,0.0000,0.00000,9.1875
64.1341,0.0000,0.00000,9.1520
64.1992,0.0000,0.00000,9.1164
64.2643,0.0000,0.00000,9.0806
64.3293,0.0000,0.00000,9.0447
64.3944,0.0000,0.00000,9.0087
64.4595,0.0000,0.00000,8.9725
64.5245,0.0000,0.00000,8.9362
64.5896,0.0000,0.00000,8.8997
64.6547,0.0000,0.00000,8.8630
64.7197,0.0000,0.00000,8.8263
64.7848,0.0000,0.00000,8.7893
64.8498,0.0000,0.00000,8.7522
64.9149,0.0000,0.00000,8.7150
64.9800,0.0000,0.00000,8.6775
65.0450,0.0000,0.00000,8.6400
65.1101,0.0000,0.00000,8.6022
65.1752,0.0000,0.00000,8.5643
65.2402,0.0000,0.00000,8.5262
65.3053,0.0000,0.00000,8.4880
65.3704,0.0000,0.00000,8.4496
65.4354,0.0000,0.00000,8.4110
65.5005,0.0000,0.00000,8.3722
65.5656,0.0000,0.00000,8.3333
65.6306,0.0000,0.00000,8.2941
65.6957,0.0000,0.00000,8.2548
65.7608,0.0000,0.00000,8.2153
65.8258,0.0000,0.00000,8.1756
65.8909,0.0000,0.00000,8.1357
65.9560,0.0000,0.00000,8.0956
66.0210,0.0000,0.00000,8.0553
66.0861,0.0000,0.00000,8.0148
66.1512,0.0000,0.00000,7.9741
66.2162,0.0000,0.00000,7.9332
66.2813,0.0000,0.00000,7.8921
66.3463,0.0000,0.00000,7.8507
66.4114,0.0000,0.00000,7.8092
66.4765,0.0000,0.00000,7.7674
66.5415,0.0000,0.00000,7.7254
66.6066,0.0000,0.00000,7.6832
66.6717,0.0000,0.00000,7.6407
66.7367,0.0000,0.00000,7.5980
66.8018,0.0000,0.00000,7.5550
66.8669,0.0000,0.00000,7.5118
66.9319,0.0000,0.00000,7.4684
66.9970,0.0000,0.00000,7.4247
67.0621,0.0000,0.00000,7.3807
67.1271,0.0000,0.00000,7.3365
67.1922,0.0000,0.00000,7.2920
67.2573,0.0000,0.00000,7.2473
67.3223,0.0000,0.00000,7.2022
67.3874,0.0000,0.00000,7.1569
67.4525,0.0000,0.00000,7.1113
67.5175,0.0000,0.00000,7.0654
67.5826,0.0000,0.00000,7.0192
67.6476,0.0000,0.00000,6.9727
67.7127,0.0000,0.00000,6.9258
67.7778,0.0000,0.00000,6.8787
67.8428,0.0000,0.00000,6.8312
67.9079,0.0000,0.00000,6.7834
67.9730,0.0000,0.00000,6.7353
68.0380,0.0000,0.00000,6.6868
68.1031,0.0000,0.00000,6.6379
68.1682,0.0000,0.00000,6.5887
68.2332,0.0000,0.00000,6.5391
68.2983,0.0000,0.00000,6.4892
68.3634,0.0000,0.00000,6.4388
68.4284,0.0000,0.00000,6.3881
68.4935,0.0000,0.00000,6.3369
68.5586,0.0000,0.00000,6.2853
68.6236,0.0000,0.00000,6.2333
68.6887,0.0000,0.00000,6.1809
68.7538,0.0000,0.00000,6.1280
68.8188,0.0000,0.00000,6.0747
68.8839,0.0000,0.00000,6.0209
68.9489,0.0000,0.00000,5.9665
69.0140,0.0000,0.00000,5.9117
69.0791,0.0000,0.00000,5.8564
69.1441,0.0000,0.00000,5.8006
69.2092,0.0000,0.00000,5.7442
69.2743,0.0000,0.00000,5.6872
69.3393,0.0000,0.00000,5.6297
69.4044,0.0000,0.00000,5.5715
69.4695,0.0000,0.00000,5.5128
69.5345,0.0000,0.00000,5.4534
69.5996,0.0000,0.00000,5.3934
69.6647,0.0000,0.00000,5.3327
69.7297,0.0000,0.00000,5.2713
69.7948,0.0000,0.00000,5.2091
69.8599,0.0000,0.00000,5.1462
69.9249,0.0000,0.00000,5.0826
69.9900,0.0000,0.00000,5.0181
70.0551,0.0000,0.00000,4.9527
70.1201,0.0000,0.00000,4.8865
70.1852,0.0000,0.00000,4.8194
70.2503,0.0000,0.00000,4.7513
70.3153,0.0000,0.00000,4.6823
70.3804,0.0000,0.00000,4.6121
70.4454,0.0000,0.00000,4.5409
70.5105,0.0000,0.00000,4.4686
70.5756,0.0000,0.00000,4.3951
70.6406,0.0000,0.00000,4.3203
70.7057,0.0000,0.00000,4.2441
70.7708,0.0000,0.00000,4.1666
70.8358,0.0000,0.00000,4.0876
70.9009,0.0000,0.00000,4.0070
70.9660,0.0000,0.00000,3.9247
71.0310,0.0000,0.00000,3.8407
71.0961,0.0000,0.00000,3.7547
71.1612,0.0000,0.00000,3.6667
71.2262,0.0000,0.00000,3.5765
71.2913,0.0000,0.00000,3.4839
71.3564,0.0000,0.00000,3.3887
71.4214,0.0000,0.00000,3.2908
71.4865,0.0000,0.00000,3.1897
71.5516,0.0000,0.00000,3.0852
71.6166,0.0000,0.00000,2.9770
71.6817,0.0000,0.00000,2.8645
71.7467,0.0000,0.00000,2.7472
71.8118,0.0000,0.00000,2.6355
71.8769,0.0000,0.00000,2.5299
71.9419,0.0000,0.00000,2.4308
72.0070,0.0000,0.00000,2.3386
72.0721,0.0000,0.00000,2.2537
72.1371,0.0000,0.00000,2.1769
72.2022,0.0000,0.00000,2.1085
72.2673,0.0000,0.00000,2.0495
72.3323,0.0000,0.00000,2.0008
72.3974,0.0000,0.00000,1.9520
72.4625,0.0000,0.00000,1.9032
72.5275,0.0000,0.00000,1.8544
72.5926,0.0000,0.00000,1.8056
72.6577,0.0000,0.00000,1.7568
72.7227,0.0000,0.00000,1.7080
72.7878,0.0000,0.00000,1.6632
72.8529,0.0000,0.00000,1.6238
72.9179,0.0000,0.00000,1.5898
72.9830,0.0000,0.00000,1.5613
73.0480,0.0000,0.00000,1.5382
73.1131,0.0000,0.00000,1.5205
73.1782,0.0000,0.00000,1.5083
73.2432,0.0000,0.00000,1.5014
73.3083,0.0000,0.00000,1.5000
73.3734,0.0000,0.00000,1.5000
73.4384,0.0000,0.00000,1.5000
73.5035,0.0000,0.00000,1.5000
73.5686,0.0000,0.00000,1.5000
73.6336,0.0000,0.00000,1.5000
73.6987,0.0000,0.00000,1.5000
73.7638,0.0000,0.00000,1.5000
73.8288,0.0000,0.00000,1.5000
73.8939,0.0000,0.00000,1.5000
73.9590,0.0000,0.00000,1.5000
74.0240,0.0000,0.00000,1.5000
74.0891,0.0000,0.00000,1.5000
74.1542,0.0000,0.00000,1.5000
74.2192,0.0000,0.00000,1.5000
74.2843,0.0000,0.00000,1.5000
74.3493,0.0000,0.00000,1.5000
74.4144,0.0000,0.00000,1.5000
74.4795,0.0000,0.00000,1.5000
74.5445,0.0000,0.00000,1.5000
74.6096,0.0000,0.00000,1.5000
74.6747,0.0000,0.00000,1.5309
74.7397,0.0000,0.00000,1.5884
74.8048,0.0000,0.00000,1.6460
74.8699,0.0000,0.00000,1.7035
74.9349,0.0000,0.00000,1.7610
75.0000,0.0000,0.00000,1.8186
